UNIQUEID,split
614838,train
563434,train
611358,val
612697,train
514265,train
505536,val
611224,train
634151,train
506748,train
556188,train
646228,train
601556,train
438608,train
575510,train
453853,train
535565,val
429859,train
489628,train
511941,train
484954,train
519208,train
506688,train
631725,train
608200,train
441979,val
523091,val
559700,train
535123,train
631472,test
564005,test
472803,train
516542,val
640456,val
610614,train
439475,train
510087,train
558415,train
619800,train
451686,test
640083,train
516440,train
485794,train
529807,test
576589,train
554343,train
503302,train
493620,train
607001,train
553438,train
577953,train
460246,test
628211,train
652552,train
620461,val
637734,val
467946,test
602947,test
632848,train
640647,train
564797,train
638184,train
500797,test
517484,train
637796,train
611798,val
442999,test
618413,train
505061,train
554386,train
446980,train
627855,train
574757,test
428589,train
553146,test
616125,train
464274,test
570324,train
538952,train
553662,train
527185,train
569458,train
553302,train
443595,test
469771,val
559634,train
630338,train
522523,train
486861,test
505187,train
564131,val
482487,test
607253,train
561906,train
643835,train
455906,train
544520,train
607989,train
547717,train
446930,train
430599,train
622187,train
555238,train
513392,val
608977,train
574733,train
424348,test
436011,train
510313,train
453874,train
509775,train
433373,train
557588,train
453393,val
575324,test
574653,val
439470,train
544494,train
547710,train
553514,test
625816,train
579470,train
595897,test
582263,train
557840,train
570167,val
552287,train
595589,train
607202,test
517208,train
567128,val
526686,train
555234,train
476870,train
550495,train
551357,train
576970,train
578500,train
594078,train
469714,train
526425,test
593978,train
502876,train
529719,test
559367,train
509749,train
489025,test
531454,val
568056,train
534077,train
565919,test
562013,train
566711,train
446544,train
490208,test
607244,train
534438,test
426177,test
499747,train
631369,test
567934,train
482371,train
527349,test
560638,train
530754,test
621273,val
483607,train
601182,val
530755,train
516300,train
470257,train
621288,val
487980,train
565961,val
458946,train
600939,val
637301,train
481779,train
573927,test
554295,train
570693,val
445066,train
612737,train
599971,val
500535,train
449989,train
587408,train
612881,train
478127,train
489659,train
528278,train
455753,train
470216,train
457441,test
529931,train
544148,train
516264,train
502511,val
436440,train
598266,val
459401,train
502836,train
637402,train
647257,train
626445,val
548836,train
523788,train
627095,test
573994,test
614671,val
647337,val
519953,train
563653,train
570351,train
581935,val
489427,train
612908,val
453742,train
545934,train
598364,train
491158,train
533439,val
426439,train
489608,train
436376,train
538214,train
536418,test
585520,train
467484,train
487973,train
519946,train
456988,val
456359,train
433415,val
502707,train
487950,train
502507,train
438105,train
469767,train
542643,train
585100,train
549009,val
506988,test
499838,train
601403,train
500291,train
580952,train
533409,train
587394,train
520448,train
580836,train
637594,train
596660,train
631536,test
431046,train
446958,val
566001,val
459986,val
589133,val
438355,train
436337,train
505859,train
596712,train
614054,train
500424,test
489629,train
560256,val
563621,train
478084,train
488454,train
444927,val
512802,train
568573,train
479700,val
454260,train
587143,train
436843,val
439153,test
422155,train
642686,val
480105,train
554476,train
459815,train
621900,train
487151,train
473537,train
527727,train
426532,train
564708,train
583990,val
453248,train
517157,train
539063,train
457026,test
628125,train
420080,train
499179,train
538908,test
650080,test
606496,train
445026,train
570251,val
579363,train
543169,val
558015,train
575980,train
447402,test
651340,train
533718,train
462888,train
601595,train
481933,val
525400,train
525398,train
589105,train
565858,val
540419,train
537215,val
561015,train
429429,train
543264,train
442370,train
445392,val
453301,test
499578,train
491774,train
517370,train
554585,val
436825,train
491746,train
430984,train
649024,val
486400,train
426403,test
567455,train
420976,train
512094,train
523164,val
514999,train
591060,train
570139,train
421031,test
559894,train
610100,train
441734,train
541803,train
455519,train
589216,train
579584,val
644452,train
626260,train
443441,val
627906,val
626237,val
566899,train
479978,train
539347,train
615058,val
549165,train
447633,train
575653,train
432519,val
592006,val
550606,train
612926,train
636801,train
517410,train
496500,train
631821,train
566211,train
428141,train
533482,val
418995,train
553497,train
565933,train
644653,test
503593,val
529099,train
494343,train
566030,train
485944,train
492177,train
580534,val
438520,val
610971,val
505623,train
505861,train
465592,train
421715,train
426129,train
606492,val
583348,test
542409,train
554788,train
520019,test
535657,val
436878,train
442529,train
537788,test
595459,train
421795,train
514854,train
587174,train
499203,val
446945,train
536470,test
614964,train
421913,test
488455,train
622304,test
557453,test
533873,train
566066,train
569798,test
428742,train
608676,train
649982,train
567343,train
607074,train
426600,train
470231,train
580432,train
488578,val
457328,test
481750,val
421609,train
609672,test
539228,train
428064,train
504679,train
437101,train
503534,train
436444,val
522792,test
456814,train
621854,test
430267,train
503618,train
417604,train
606644,val
478577,train
513444,train
590856,train
480050,test
600744,train
583488,train
589323,train
451450,train
627920,train
541792,train
548225,val
475774,train
538246,train
529140,test
569964,test
510665,test
647188,train
613794,val
500153,train
628206,train
523200,train
537362,train
522345,train
511184,train
583442,train
510656,val
563874,test
539209,train
501008,train
554589,train
474874,val
538860,train
433540,test
503523,train
540279,train
507649,train
641758,train
537354,test
421610,train
533272,train
523520,train
428028,train
495591,train
527384,train
621096,train
601045,train
495202,train
519684,train
526666,train
426086,val
417600,train
455326,train
625746,train
418828,train
591306,test
447652,train
532084,train
554500,train
546738,val
434395,val
622219,test
495738,test
421825,val
634431,train
447772,train
434366,test
437956,train
453472,train
447480,train
591630,train
644116,test
561011,test
614578,train
569746,train
512169,train
491364,train
543485,test
586929,train
557225,train
482638,train
505755,train
447407,train
467494,train
484067,train
438870,test
492312,train
426759,train
536186,train
612690,val
500194,train
602959,train
447290,train
515881,val
593198,val
538135,train
589288,train
591863,train
467186,train
418953,train
438408,train
525991,train
634844,test
587334,test
463533,train
474985,train
535484,train
521800,train
514954,train
517631,train
554846,train
633498,train
523084,train
466834,train
592143,train
550675,train
637387,train
520700,val
622217,train
419773,val
526217,train
573433,train
419076,train
497298,val
634986,train
612559,train
639898,train
637254,train
557594,train
420231,val
598769,train
464816,train
599610,train
570003,train
539655,train
462378,val
472381,train
600704,train
445254,train
466960,train
559826,test
466829,val
528105,test
425275,train
428046,test
542282,train
515964,train
461646,train
481773,train
432131,train
527902,test
541040,train
439417,val
438388,val
586952,train
646122,train
554963,train
489783,val
514655,test
575440,train
428211,train
507313,val
537106,train
630915,train
620936,train
622060,train
545217,train
470417,test
644908,val
432146,val
591061,val
654080,train
630065,train
480026,train
570045,train
578846,train
565290,test
653715,train
456768,train
630343,train
577691,train
619861,train
556204,train
644467,val
461393,train
562802,train
625023,test
418211,val
556112,train
523193,train
487320,test
487859,train
464058,train
522736,train
480946,train
630497,train
422576,train
647033,train
521394,train
481407,train
577840,train
602140,train
653713,train
467930,train
628417,train
421759,train
476490,val
429684,test
440708,train
525379,test
464196,train
564757,train
603474,train
545647,train
642879,train
521676,train
642761,train
598920,train
456581,val
598897,train
518267,train
593500,test
423294,train
452414,train
635674,train
459172,train
644500,train
564833,train
530071,train
636878,train
458063,train
466642,train
470080,val
551551,train
549974,train
447529,train
651045,train
473560,test
617177,train
438168,val
651524,train
480339,test
485219,val
551544,val
439993,train
653101,val
479535,test
544119,val
639970,val
537715,train
635006,train
483589,val
489586,test
518839,train
443745,train
550941,train
543901,train
625802,train
618379,train
534308,train
534306,train
547429,train
482461,train
516686,val
628788,train
516961,train
640181,train
653018,train
469946,train
650672,train
631664,train
476126,train
633232,train
652927,train
492039,train
439914,train
519154,train
651101,train
430449,train
430448,test
430445,val
625457,train
491808,train
651251,test
560822,test
602375,train
548474,train
643156,train
476320,train
419483,train
643767,train
437177,test
560875,train
573608,train
550389,val
601741,train
448376,val
459443,test
471082,val
419084,train
443873,val
494528,train
638670,train
486757,test
645154,train
614252,train
508286,test
540908,val
550370,train
645118,train
534859,train
649085,train
471134,train
610096,train
446401,val
648653,train
474068,train
463467,train
562163,val
536105,train
475512,train
467143,train
476393,train
496852,val
558637,train
490657,train
601300,train
577584,test
463381,train
627907,test
519931,train
518802,train
525647,test
626869,train
444200,train
615511,val
560830,train
422194,test
484075,train
515526,train
438882,train
560982,train
507608,train
627639,train
494271,test
517985,train
572723,test
615666,train
530680,train
530656,test
597693,train
439221,train
549553,val
453336,train
498639,train
513535,val
525605,train
431379,train
475226,train
460359,train
642498,test
512862,train
526348,train
521760,train
597782,train
635997,train
434800,train
481024,val
467657,train
527080,train
463295,train
514581,train
420849,train
480474,test
585958,test
605074,train
539230,val
623049,train
526251,train
468236,train
470051,train
615591,val
439851,test
447874,val
443706,train
538425,train
437398,train
472057,train
650118,train
616947,train
421601,train
547189,train
650801,train
487958,val
570927,train
611690,train
459531,test
479572,train
481055,train
612027,train
642920,test
455629,train
628326,val
606083,train
524536,train
621874,train
467598,train
436857,test
452340,train
635303,val
443998,train
428843,train
632805,train
465274,train
451044,train
495315,train
597622,train
594538,train
594306,train
443943,train
641205,train
488104,train
616733,train
526689,test
426859,train
506854,train
606605,train
594347,train
443903,train
470386,train
622857,train
641187,train
455600,train
616943,test
648629,train
419889,train
511224,train
645488,train
546157,train
526007,train
420063,train
547132,train
425774,test
561731,train
542185,train
621760,train
445225,train
605295,val
472179,test
523582,train
624421,train
613116,test
611455,train
499492,train
426145,train
545839,val
579014,train
616845,train
639325,train
429858,train
635852,train
539472,train
551270,test
539738,train
557755,train
452332,train
574491,train
493754,train
615456,val
616889,train
545316,test
605137,train
543891,train
608333,train
541926,train
448266,train
588960,train
612140,train
465324,val
632559,train
454742,train
433424,train
447835,val
478976,train
431052,train
626640,train
430257,train
498752,train
490041,train
503442,train
448453,test
550909,train
525745,train
627271,train
460578,train
457860,train
503474,test
600261,train
482468,val
555838,val
454740,val
469805,train
551563,val
457179,train
621926,val
495281,train
560834,train
594463,train
437507,train
425307,train
428373,train
653274,val
443880,train
611707,train
477703,val
459353,train
430944,train
612208,train
450744,train
610625,test
521045,train
418390,train
632826,test
491280,train
428695,train
494448,train
463575,train
490320,train
418855,train
614721,val
581198,train
558358,test
616706,val
573568,train
624441,train
434549,train
428705,train
455931,val
434917,test
443677,train
482756,train
610360,train
558480,train
497391,test
543527,train
501350,train
420216,test
449213,train
466757,train
649497,train
543871,train
570711,test
572205,train
533699,test
570859,train
456523,val
446294,train
566500,train
512024,val
642589,train
456544,val
420051,train
430369,train
469586,train
435527,train
509352,test
583989,val
634706,train
490408,train
502211,train
551578,train
532514,train
422568,train
517721,train
465649,val
428878,train
499240,train
551098,val
520988,train
424723,train
628793,train
473838,val
629709,train
537492,train
583588,test
473895,val
653940,train
439837,train
473588,train
526963,train
426219,train
419448,train
542383,train
571284,test
543140,test
522473,train
420506,train
430837,train
430374,test
544593,train
550425,val
437511,train
526184,val
443812,train
547505,train
557794,train
480053,train
457912,train
637511,train
510666,test
557761,train
487024,train
518723,train
481465,train
499842,train
513542,train
503665,train
628361,test
434942,train
469576,train
537399,train
497428,train
654049,train
430362,train
504110,train
418432,train
512271,train
581366,train
456570,train
611193,train
582844,train
573437,train
512272,train
503381,train
437386,train
456286,train
452371,test
470642,train
510908,train
476750,train
497702,train
467572,train
628420,train
433356,train
487800,train
532854,train
631994,train
612919,train
646717,train
457905,val
476784,train
460785,train
483802,val
593163,train
581339,train
529274,test
490177,train
653346,train
428846,train
574104,train
434932,val
540023,test
440757,train
637054,test
546992,train
489298,train
465107,train
497740,train
433593,train
430825,train
502271,val
448982,train
455020,test
521427,train
598638,train
531637,train
452251,train
424838,train
520904,val
616649,test
641285,train
497413,train
476166,train
543417,val
504123,val
592871,train
455917,train
558040,val
481947,val
543957,train
653992,train
497493,test
512762,train
529234,train
467118,val
537594,train
430396,train
599215,val
428887,train
560232,val
595864,val
533867,val
544032,train
518059,val
455979,val
630217,train
481492,train
512397,val
642282,train
426555,train
449348,train
522773,train
518510,train
445089,train
479542,val
424172,train
456148,train
533358,train
443074,train
477927,train
473344,train
453333,train
554308,train
541223,train
444604,train
653838,val
584947,val
599538,train
444603,val
637036,train
574032,train
541468,val
539638,train
480690,test
433688,test
514935,test
580466,train
478438,train
420198,train
503945,train
542809,train
419904,test
575312,train
424019,train
430507,val
495488,train
539575,train
428134,test
587497,train
441513,train
641949,train
456999,train
480682,test
638213,train
480758,train
496167,train
431353,train
545021,train
495022,train
529315,train
545633,train
529713,train
420061,val
441077,train
456189,val
419153,train
457271,train
652697,train
579155,train
442192,train
649189,train
529330,train
483707,train
573468,train
574364,train
602831,train
444741,train
638434,train
557338,train
433863,train
539500,val
529124,train
637546,train
587480,train
640015,train
516447,train
514041,train
600775,train
532253,test
619377,test
484519,test
456809,train
423057,test
422148,train
593994,train
579988,val
452657,train
570957,train
419573,train
507815,train
428084,test
569801,train
493752,train
599421,train
450483,train
486163,train
425449,train
632050,train
474419,train
471808,train
604166,test
451914,test
422374,test
601129,train
637589,train
456669,val
463191,train
497354,train
497943,train
545212,train
480681,train
609643,train
419591,train
600327,train
480608,val
599138,train
514597,val
636790,train
620543,train
499004,train
437326,train
613475,train
576959,train
644355,val
441326,train
482864,train
455458,test
476621,train
588036,train
620699,train
519206,train
570938,train
463858,train
469502,train
453932,val
472884,train
567286,train
450803,train
635449,train
533759,train
593095,train
427751,train
440726,train
621368,train
603391,train
592730,val
420694,train
425736,train
488557,train
501390,train
497222,train
511255,train
434927,train
638812,train
563719,train
594083,train
499547,train
502969,test
498985,val
507988,val
574609,train
607439,train
502983,train
466869,train
570744,train
513649,train
563076,train
522375,train
511854,val
533704,train
536976,train
532682,train
505176,train
528233,val
522663,train
438981,train
536898,train
423154,train
506251,train
541361,train
459061,train
462662,val
505945,train
644538,train
534833,train
473562,train
605048,val
612454,test
587549,train
439163,train
481201,test
533720,train
628001,train
506086,train
533437,val
465693,train
614773,train
602400,val
465692,train
625873,train
582218,test
494726,train
543895,train
422946,train
447428,train
522578,train
582213,test
582091,test
468852,train
622873,train
582820,train
464242,train
594531,val
425894,train
651117,train
623960,train
543518,train
469291,train
547534,train
581829,val
550182,train
582709,val
581827,test
575120,test
550096,train
581837,train
484602,train
568239,train
573207,train
641735,train
550468,val
633731,train
445881,train
617106,train
637651,val
467417,train
617058,val
461576,train
539088,val
570512,test
539268,train
547253,test
595206,train
504427,val
427271,train
582471,train
441613,train
536969,val
563603,train
595622,train
532075,test
532692,test
623132,val
582592,train
628393,train
505041,val
582306,test
616328,train
617078,train
595197,val
563663,train
527864,train
542441,train
549708,train
553689,train
622955,train
582730,test
472610,test
632261,train
591145,train
624313,train
519366,val
649670,train
465436,train
517682,val
642544,train
595602,train
606792,train
461356,train
582735,train
595574,train
516244,train
546106,train
465955,train
595205,val
431623,train
582458,train
640810,train
595876,train
501833,train
573693,val
628580,train
548501,test
548071,test
494633,train
491391,train
594616,train
539305,train
483121,train
477177,train
539847,train
649778,train
647411,val
582412,train
503763,train
637176,train
573194,train
563644,train
637049,val
477126,test
596417,train
547538,test
506712,test
477304,test
499479,train
505362,train
625764,train
607679,train
450696,train
490810,train
482028,test
632604,train
560069,test
505608,val
599457,train
562564,train
520150,val
432436,train
541473,val
595148,train
599656,test
600620,train
506190,train
484579,test
596486,train
515404,train
602338,val
472804,train
603348,train
542543,train
490746,test
477973,train
488325,train
420538,train
495263,test
551900,val
565145,train
631573,train
577253,test
641153,train
514161,train
519343,test
639704,val
420404,train
490811,train
533143,test
461216,val
511975,test
451061,train
480582,train
568208,val
603412,train
614682,train
553078,val
449909,train
550773,train
518900,train
519826,val
461735,train
642979,test
568196,train
456423,train
565354,train
420467,train
542572,train
609338,train
488311,train
570099,train
566355,train
490747,train
531981,train
420589,test
509526,train
609469,test
447511,train
544569,train
602948,train
489698,test
620515,test
489098,val
480407,train
518926,val
488229,val
420635,val
422803,train
479637,train
494939,train
495624,train
614095,train
449916,test
450458,test
473420,test
450406,train
565409,test
420368,test
606883,train
477405,train
565365,train
508115,val
511259,train
498615,test
477446,val
603234,train
447483,train
542560,train
519562,val
497021,train
455916,train
448019,train
550835,train
514382,train
496818,train
426571,train
565434,test
425470,test
602954,val
639635,val
467391,train
602989,train
472869,train
511726,train
461000,val
447999,train
421575,test
497146,train
543859,train
616454,val
509298,train
465188,test
420616,test
603400,train
616325,val
619958,train
471884,train
490474,test
532135,train
643778,train
447583,train
480080,train
479281,val
567491,train
614533,train
608571,val
643070,train
614040,train
471937,train
510524,train
608662,train
467270,train
509519,train
535313,val
565450,train
609138,train
467368,train
616463,train
593771,train
494510,train
468988,train
423795,train
490730,train
484179,train
441874,train
455757,test
425847,train
591615,train
505773,train
443843,train
464767,val
426324,train
643319,train
580023,val
500423,train
467286,train
427909,val
601867,train
423896,train
484673,train
606640,train
593246,test
561556,val
475704,train
505721,test
566395,train
454125,train
589178,test
444183,val
644469,test
637902,train
531588,val
494611,test
504796,val
493135,train
586209,train
464176,train
509160,val
622552,train
595507,train
638087,train
484190,train
484666,val
608595,test
490415,train
421005,val
426333,train
433943,train
474010,train
525147,train
592618,train
564643,train
638231,train
617672,test
610026,train
508521,train
546489,val
444543,train
448820,train
589062,train
467825,train
466197,train
597627,train
482153,val
594826,test
485919,train
449936,test
527879,train
423319,test
471255,val
553769,train
593913,train
595777,train
451038,train
595536,train
509164,train
641412,train
563039,test
471306,train
630116,test
501252,train
556783,train
477550,train
480011,train
592838,train
600415,val
580302,test
575456,train
449834,train
453238,train
453476,train
427973,train
560774,train
479323,train
418623,train
446669,train
588615,test
564094,test
453135,test
476685,train
437656,train
443639,train
608660,test
576327,train
527608,train
490264,train
594092,train
435243,train
528711,train
591517,train
449804,train
484622,train
646088,train
562076,train
431994,val
546891,train
526393,train
468085,train
595891,train
646698,test
418277,val
545643,train
566884,test
586244,train
601649,train
470016,train
447454,train
511372,train
554021,val
419237,val
588756,val
641855,train
529383,train
645713,val
422344,val
532966,val
523674,train
605005,train
542001,train
454147,val
481800,test
487752,train
552578,val
529006,train
437872,train
431267,test
570793,train
530132,train
465958,val
537269,train
531349,test
539362,train
521382,train
608733,train
482256,train
511386,test
514867,test
535044,train
646339,train
492716,train
642978,train
474258,train
652732,train
511391,train
526504,train
634219,train
559211,train
451979,train
511152,test
473970,train
588464,test
633988,train
603601,train
475203,train
603569,train
541893,test
645644,train
594615,train
575156,val
509821,train
527530,train
530941,train
481579,train
483672,train
530560,val
527541,test
530799,train
451835,val
499648,train
530914,train
478735,train
467332,val
434851,train
587898,train
436659,train
481358,train
456076,train
447014,train
458664,test
603489,train
438082,test
574944,train
587280,val
531059,train
488986,train
443276,train
457222,train
530459,train
577360,train
457728,train
588207,val
587329,train
653369,train
445150,val
630893,val
424557,train
488862,train
458710,train
634621,val
631021,val
593080,test
581648,train
530662,val
555962,test
582644,val
510845,train
578132,val
503887,test
587502,val
494415,train
530997,test
603918,val
644389,train
478169,train
587217,train
450465,test
593076,test
550789,val
591847,train
550698,train
457623,test
484231,val
543270,train
510115,train
629662,val
541181,train
642433,train
637257,train
444699,train
552876,train
492969,train
457626,train
544751,train
608633,train
442425,test
441898,train
585691,train
550700,test
650921,train
514805,test
482722,test
533927,val
492986,train
486053,test
472930,train
509406,train
493026,train
518166,train
445322,train
593293,train
601343,test
625613,train
492919,val
575477,train
608637,train
427449,train
594263,train
426116,train
601263,train
438798,test
509815,test
612219,train
493014,val
515971,train
421850,val
602361,val
584540,val
579593,train
509886,train
427198,train
515931,train
625718,test
509879,train
583721,train
457383,train
438790,train
492945,test
515808,train
575548,train
594080,train
534215,test
492804,train
469935,train
586177,val
543379,train
583723,train
460538,train
586220,train
482550,train
583727,train
575249,train
421842,train
516119,train
423620,train
543259,train
585558,train
650133,train
529645,train
525572,train
633624,val
527646,train
493157,train
461127,test
583746,train
514911,train
508988,val
472016,train
602510,train
606188,train
544815,test
441946,train
427816,train
431072,val
510099,train
460524,train
461131,train
575266,test
492941,train
575288,train
653286,train
634619,train
507857,train
426233,train
515904,train
441939,train
601248,test
601179,train
473517,train
575398,test
575461,train
418978,train
419697,train
575409,train
627408,val
445253,train
625715,train
625667,train
552925,test
438758,train
575404,train
628713,test
445161,train
575412,train
477091,train
543381,train
586285,train
650505,train
645430,train
533937,train
426186,train
507956,train
441994,test
445320,test
533966,val
492891,val
533088,test
628731,train
651012,test
589710,train
527635,test
438867,train
652229,train
589729,train
494591,test
423639,train
575503,train
605613,train
628816,train
575377,test
533955,val
583902,train
551462,train
527617,train
608763,test
492865,train
507807,val
575523,train
650831,val
477109,train
472837,train
474479,val
533346,train
527187,val
558571,train
541817,train
643634,test
648529,test
573506,val
570198,val
542980,train
528594,train
520338,train
445040,val
644539,train
514798,train
508235,train
517225,train
502368,train
497494,val
443069,test
521085,train
501402,train
548299,test
515195,train
519196,train
566789,train
522522,train
460344,train
558638,test
633462,train
464696,train
529086,train
448115,train
569869,train
545753,test
566033,val
572116,train
545769,train
504054,train
632774,val
542297,val
636319,val
473836,val
502014,val
564356,train
516928,val
536353,train
521248,train
580599,train
537887,train
565983,val
548176,train
567004,train
570196,train
424307,train
546653,test
566463,test
437318,val
647412,train
459699,test
579594,train
571999,train
579547,val
548306,val
533443,test
545697,train
427801,train
423942,train
558515,train
493280,train
418389,val
501416,train
442143,test
547347,train
573237,train
568803,train
497283,test
573894,train
572133,train
533449,train
549407,train
567330,test
635549,train
642481,train
565964,train
497486,test
506597,test
580458,train
531740,val
491362,train
643211,train
483513,train
580697,val
608527,train
490064,train
507554,train
456196,test
637043,train
499745,train
439964,train
492006,train
585696,train
640052,train
652810,train
435808,val
527365,val
553083,train
643864,train
525002,train
504459,train
651653,val
637292,train
499139,train
504745,train
487475,val
628727,train
595627,val
643740,val
495392,val
583763,test
611048,train
456111,train
514559,test
501195,train
536920,train
441074,val
444528,train
571944,train
504362,train
646265,train
462585,train
583381,train
421144,train
551644,train
434405,test
602547,test
600346,val
528051,test
448027,train
424561,train
436078,train
651266,val
526189,train
433175,test
548692,val
564406,train
444551,train
606402,train
444503,train
626456,train
558607,train
434957,train
443382,train
457900,test
608217,test
627365,train
648255,train
445491,test
434592,train
583638,test
499913,train
607577,train
632595,train
458485,train
431708,train
503870,train
525614,val
576170,train
640799,train
516039,train
490311,train
490255,train
516040,test
525174,train
605730,train
519190,val
539952,train
550901,train
556489,train
612654,train
517617,val
434621,train
427090,train
611932,val
515930,train
639447,train
623332,val
531816,test
461486,train
426969,train
444441,train
422956,train
616665,train
458287,train
605088,test
595051,val
491839,test
491648,test
636910,train
434052,test
478380,val
458250,val
517335,train
612204,val
641819,train
639446,train
473250,train
575454,val
622742,test
616307,train
437883,train
516844,train
447058,train
562895,train
420507,train
534347,train
632962,train
435896,val
550391,train
566848,test
546185,train
524977,test
630828,train
479430,train
545721,train
446101,train
489829,train
516739,train
452804,train
503686,train
503413,val
541689,train
556948,train
641284,test
612558,train
490355,train
461810,val
595026,train
474533,train
548239,val
446026,train
566420,val
511346,val
434432,train
530308,train
605109,train
503414,train
501736,val
464410,train
449700,train
575147,train
491816,val
547198,train
535133,test
572005,train
561079,train
517317,train
525191,test
446711,train
639901,train
645371,val
492283,val
461897,train
642096,train
582379,train
481419,test
583564,train
422012,test
482412,train
540025,test
559812,train
513828,train
612122,val
511082,train
421613,val
641316,train
472558,train
565518,train
527136,train
446222,train
618468,train
546679,test
524942,train
496348,train
523098,test
631817,val
581647,train
497248,train
649202,train
418492,train
539873,train
540462,train
513473,train
420172,train
585947,train
556987,train
551804,val
511013,train
525404,train
618344,train
504727,train
535677,train
471909,val
517975,train
616005,train
646773,test
618639,val
468363,train
603115,train
429353,train
556974,train
473830,train
602620,train
541991,val
523683,train
421442,train
494649,train
430862,train
478617,val
494642,train
636676,val
628064,val
532547,train
653338,train
632393,train
632426,test
479829,val
533402,test
492704,train
479916,train
501773,train
627682,train
632318,test
532081,val
484321,train
479706,train
633029,train
419273,train
522830,train
632371,train
492982,train
622259,train
493020,val
527533,test
632256,train
534567,train
622677,train
527522,test
511125,train
495819,test
482088,train
632265,train
493024,test
493047,train
623141,train
419177,test
496552,val
483739,val
559232,train
429264,train
526506,val
462551,train
644188,train
430204,train
492880,train
644731,test
644475,train
632478,train
633352,train
478212,train
463646,train
491712,train
448580,train
475855,train
627715,val
446150,test
443348,train
438292,train
443056,train
546794,val
443530,train
433137,train
630156,train
445718,train
455144,train
448588,train
473738,train
591386,val
421062,train
569425,train
434270,train
457773,train
446145,test
480774,train
426947,test
507858,train
420460,train
433359,train
420388,val
478686,train
464855,train
465105,train
475172,test
446251,train
595705,train
432035,train
496548,train
553661,val
595919,train
470811,train
481988,train
463131,train
420366,train
476193,train
465443,train
591546,train
461851,val
595730,train
595881,test
591849,train
507890,test
507848,test
436678,train
543863,test
465991,val
595119,val
628085,train
549288,train
457776,train
570031,train
444204,train
491486,test
455175,val
448753,test
595772,train
497192,test
580256,train
509351,test
465978,train
428029,val
473366,train
631581,train
559199,train
468079,val
552659,train
601084,test
543867,train
465971,train
630836,test
510839,test
510448,train
443436,train
446887,train
595495,train
595986,val
433065,train
482746,train
572873,train
619795,val
508142,train
497261,train
475834,train
542299,train
458704,train
465508,train
465427,train
433952,train
471731,train
625688,train
456635,train
443089,train
548069,train
446003,val
437800,train
440877,train
438450,train
559885,train
515651,val
491427,test
511697,train
519183,train
502861,train
502761,train
647226,train
492882,val
543378,train
585695,train
528357,test
432534,train
599214,train
456909,test
471287,test
540502,train
509367,train
559386,train
455840,train
629799,train
516425,train
455900,val
432322,val
543182,val
417821,test
534417,train
583961,val
542277,test
640801,train
607192,train
418007,test
459457,train
442268,train
436046,train
598079,test
442360,val
456139,train
546192,train
569975,train
556964,train
435721,train
582982,val
495247,train
565603,val
561438,val
495499,train
481043,train
547638,train
541063,train
459737,train
561224,train
608961,train
436869,val
568370,val
586229,train
427717,train
568386,train
643952,train
503843,train
626101,train
568388,train
478790,test
543348,val
626461,train
423062,train
419100,train
650926,train
569200,train
448978,train
478288,train
528593,train
436153,train
510909,val
482937,test
471941,test
502851,val
569883,val
584172,test
554576,train
456608,train
477732,train
489960,train
449453,train
585211,train
590327,train
619274,test
568510,train
584154,train
584160,train
450611,train
441356,train
469773,test
585348,train
584158,train
472705,train
448356,val
512456,test
495367,train
625883,train
503723,train
476759,train
484760,train
427840,test
447431,train
456344,test
633167,val
556550,train
426816,val
533968,train
450715,test
461609,val
568401,test
427746,val
585711,train
526208,train
649565,train
472748,train
435118,train
435708,train
580268,train
584164,train
625811,train
584159,train
447175,train
453506,val
500117,val
627405,test
584169,train
487088,train
586583,test
493989,train
651175,test
493971,train
450627,train
562229,train
626374,val
590048,train
556257,train
502656,train
485187,train
448998,test
650638,train
650690,train
427600,train
626012,train
454829,train
436397,train
468924,val
554586,train
470835,train
502742,train
444950,val
561492,train
555540,train
434874,train
584162,val
472044,test
546755,val
569615,test
492347,train
464240,test
461986,val
527817,train
487378,train
504090,train
629160,train
504282,train
488777,val
525742,test
449327,train
438767,val
424423,train
531384,train
574338,train
531096,train
466950,train
459819,train
511936,train
458563,train
623250,train
624988,val
428784,train
532477,train
645966,train
647217,train
522809,train
425252,test
645939,train
491972,train
445726,train
533126,train
652999,test
645355,train
510369,train
518873,train
600848,val
608778,train
458386,test
440441,train
492164,train
477893,val
445623,test
541601,train
540973,train
483050,train
449620,train
575276,train
568689,train
512041,val
477542,train
451517,train
511162,train
530823,test
477205,train
577261,val
508738,train
439016,val
503988,train
594948,train
484003,train
568586,train
653328,train
548136,train
517425,train
478076,val
525141,train
575809,train
492052,train
419580,test
447936,train
602477,train
535060,train
566389,test
516018,test
543434,train
418043,test
643582,val
494274,train
614915,train
507473,val
614063,test
619041,train
533271,train
579304,train
611109,train
611877,test
646009,train
601763,train
637624,train
654077,train
488874,val
538256,val
535373,train
590620,test
508595,train
587454,val
652672,train
620302,train
515537,test
531662,train
601593,train
620355,train
643916,train
592873,val
631448,test
518151,train
563266,train
600496,train
475286,train
635850,test
474773,test
419750,test
495462,train
611601,train
606014,val
447656,val
547974,test
580841,train
585064,train
590312,val
653680,train
638771,train
566067,train
631450,train
579604,train
485066,train
636082,val
562358,train
597895,train
521708,train
559922,train
424113,train
562094,train
423986,val
457082,train
551612,train
547330,train
565790,train
611176,train
479459,test
559849,train
562645,val
577398,train
617531,train
640737,train
566138,train
